NU_ANO_CENSO|CO_IES|NO_IES|SG_IES|CO_MANTENEDORA|NO_MANTENEDORA|TP_CATEGORIA_ADMINISTRATIVA|TP_ORGANIZACAO_ACADEMICA|CO_REGIAO|CO_UF|CO_MUNICIPIO|IN_CAPITAL|QT_TEC_TOTAL|QT_TEC_FUNDAMENTAL_INCOMP_FEM|QT_TEC_FUNDAMENTAL_INCOMP_MASC|QT_TEC_FUNDAMENTAL_COMP_FEM|QT_TEC_FUNDAMENTAL_COMP_MASC|QT_TEC_MEDIO_FEM|QT_TEC_MEDIO_MASC|QT_TEC_SUPERIOR_FEM|QT_TEC_SUPERIOR_MASC|QT_TEC_ESPECIALIZACAO_FEM|QT_TEC_ESPECIALIZACAO_MASC|QT_TEC_MESTRADO_FEM|QT_TEC_MESTRADO_MASC|QT_TEC_DOUTORADO_FEM|QT_TEC_DOUTORADO_MASC|IN_ACESSO_PORTAL_CAPES|IN_ACESSO_OUTRAS_BASES|IN_ASSINA_OUTRA_BASE|IN_REPOSITORIO_INSTITUCIONAL|IN_BUSCA_INTEGRADA|IN_SERVICO_INTERNET|IN_PARTICIPA_REDE_SOCIAL|IN_CATALOGO_ONLINE|QT_PERIODICO_ELETRONICO|QT_LIVRO_ELETRONICO|TP_REFERENTE|VL_RECEITA_PROPRIA|VL_RECEITA_TRANSFERENCIA|VL_RECEITA_OUTRA|VL_DESPESA_PESSOAL_DOCENTE|VL_DESPESA_PESSOAL_TECNICO|VL_DESPESA_PESSOAL_ENCARGO|VL_DESPESA_CUSTEIO|VL_DESPESA_INVESTIMENTO|VL_DESPESA_PESQUISA|VL_DESPESA_OUTRA
2019|13812|ESCOLA SUPERIOR ABERTA DO BRASIL|ESAB|2768|ESAB - ESCOLA SUPERIOR ABERTA DO BRASIL LTDA - EPP|4|3|3|32|3205200|0|41|0|0|0|0|7|6|5|5|7|5|2|4|0|0|0||1|1|1|1|1|1|45|8887|1|5920892.69|0.00|0.00|1145494.19|1312246.17|727395.73|0.00|150000.00|10000.00|2356374.94
2019|4399|FACULDADE DE BALSAS|UNIBALSAS|2776|UNIBALSAS EDUCACIONAL LTDA|4|3|2|21|2101400|0|79|0|3|5|10|17|10|10|4|11|3|3|2|0|1|0||0|1|1|1|1|1|583|12000|2|15385339.27|0.00|2220567.33|3873797.33|2322880.52|2393729.23|617246.75|3403666.37|49890.30|2773546.25
2019|4411|FACULDADE PANAMERICANA DE JI-PARANÁ||2786|UNIJIPA - UNIAO DAS ESCOLAS SUPERIORES DE JI-PARANA LTDA|5|3|1|11|1100122|0|88|5|2|4|1|14|8|8|6|16|9|5|7|1|2|1||0|1|1|1|1|1|196|12000|1|33096771|0.00|519976.00|4713462.00|1970510.00|2011308.00|5423354.00|1018465.00|0.00|5576949.00
2019|4531|FACULDADE ADVENTISTA DA BAHIA|FADBA|2794|INSTITUICAO ADVENTISTA NORDESTE BRASILEIRA DE EDUCACAO E ASSISTENCIA SOCIAL|5|3|2|29|2904902|0|94|1|1|3|4|21|17|22|15|4|3|0|3|0|0|0||1|1|0|1|1|1|7417|0|2|29254197.22|4163822.85|3306449.56|7665264.49|6622972.46|3740738.52|15936995.07|2217536.06|483667.99|1470299.09
2019|4428|FACULDADE PROFESSOR MIGUEL ÂNGELO DA SILVA SANTOS|FEMASS|2799|FUNDACAO EDUCACIONAL DE MACAE|3|3|3|33|3302403|0|13|0|0|0|0|2|0|2|0|7|2|0|0|0|0|1||0|0|0|0|1|1|0|0|2|0|6189459.88|0.00|3639065.29|1279160.49|912155.10|345079.00|0.00|14000.00|0.00
2019|4443|FACULDADE AMÉRICA LATINA  DE IJUÍ|FAL|2811|SOCIEDADE EDUCACIONAL RIO CLARO LTDA|4|3|4|43|4310207|0|8|1|0|0|0|0|0|0|0|3|3|1|0|0|0|0||1|1|1|1|1|1|0|0|2|753705.87|15900.00|0.00|233648.82|248722.94|263797.05|0.00|0.00|0.00|0.00
2019|4452|CENTRO UNIVERSITÁRIO PITÁGORAS DE MARABÁ||2818|CENTRO DE ENSINO SUPERIOR DE MARABA LTDA|4|2|1|15|1504208|0|36|1|1|2|3|7|10|5|3|1|3|0|0|0|0|0||1|1|1|1|0|1|15253|16323|1|22199751.75|0.00|234741.11|3879382.15|55749.83|2698829.56|3698056.30|1394644.56|0.00|7131654.51
2019|4492|FACULDADE PASCHOAL DANTAS|FPD|2838|ASSOCIACAO EDUCACIONAL PASCHOAL DANTAS|5|3|3|35|3550308|1|47|0|0|0|0|5|3|8|2|3|3|8|9|3|3|0||1|1|1|1|1|1|7000|12000|1|2597892.14|0.00|0.00|965863.97|322938.11|220107.91|859557.52|0.00|0.00|5901.96
2019|4518|FACULDADE REGIONAL PALMITOS|FAP|2858|SOCIEDADE EDUCACIONAL PALMITOS LTDA|4|3|4|42|4212106|0|9|0|0|1|0|4|0|2|0|0|0|1|0|1|0|0||1|1|1|1|1|1|63|15223|1|2326000|126000.00|0.00|528000.00|202000.00|298000.00|389000.00|469000.00|0.00|0.00
2019|4566|ESTÁCIO FATERN - FACULDADE ESTÁCIO DO RIO GRANDE DO NORTE|ESTÁCIO FATERN|2861|SOCIEDADE UNIVERSITARIA DE EXCELENCIA EDUCACIONAL DO RIO GRANDE DO NORTE LTDA|4|3|2|24|2408102|1|19|0|0|0|0|6|8|1|3|1|0|0|0|0|0|0||1|1|0|1|0|1|30000|18520|1|28554156.39|0.00|686458.88|3677366.37|1319591.18|1531412.68|4457221.36|0.00|0.00|3266213.59
2019|4532|FACULDADE DE TECNOLOGIA SENAI CAMPO GRANDE||2865|SENAI-SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL|5|3|5|50|5002704|1|32|0|0|0|1|0|5|8|0|3|4|1|8|1|1|1||1|1|1|1|0|1|105|8000|2|1842552.58|0.00|428880.93|533679.22|2197195.27|2238402.37|2060601.62|2737.30|0.00|0.00
2019|19324|Faculdade de Tecnologia SENAI Dourados|FATEC Dourados|2865|SENAI-SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL|5|3|5|50|5003702|0|15|0|0|0|0|3|0|6|3|2|1|0|0|0|0|1||1|0|1|0|0|0|0|8800|2|108321|0.00|0.00|107440.00|38000.00|0.00|0.00|0.00|0.00|0.00
2019|16559|FACULDADE SÃO FRANCISCO DO CEARÁ|FASC|2866|VERA CLAUDINO EDUCACAO SUPERIOR LIMITADA - ME|4|3|2|23|2305506|0|13|0|0|2|1|0|0|3|1|1|1|2|1|0|1|1||1|1|0|1|1|0|32|19|2|1030761.47|0.00|0.00|796679.56|128405.84|4393.59|94446.68|0.00|0.00|423.38
2019|4533|FACULDADE SÃO FRANCISCO DA PARAÍBA|FASP|2866|VERA CLAUDINO EDUCACAO SUPERIOR LIMITADA - ME|4|3|2|25|2503704|0|61|0|0|7|6|2|2|18|5|9|2|5|2|1|2|1||1|0|1|1|1|0|101|100|2|2733315.24|2944843.67|0.00|968274.03|414974.58|606759.75|3495948.15|0.00|0.00|0.00
2019|10588|FACULDADE UNINABUCO SÃO LOURENÇO DA MATA||2874|ASSOCIACAO DE ENSINO SUPERIOR ANGLO LIDER - AESAL|5|3|2|26|2613701|0|28|0|0|0|1|6|6|7|4|1|1|1|1|0|0|0||1|1|1|1|0|1|16977|3369|2|2607721.67|0.00|10173.01|654888.19|345019.48|731095.27|152357.39|39128.04|0.00|1858384.81
2019|12620|FACULDADE SETE LAGOAS|FACSETE|2885|EDUCACIONAL MARTINS ANDRADE LTDA - EPP|4|3|3|31|3167202|0|64|0|0|0|1|17|3|15|1|3|3|5|3|10|3|1||1|1|1|1|0|1|543|8316|1|11977256.64|0.00|1914291.18|3999060.67|1640515.55|1562052.21|1104151.57|0.00|0.00|5109261.70
2019|4567|FACULDADE CENTRO MATO-GROSSENSE||2891|FUNDACAO EDUCACIONAL CLAUDINO FRANCIO|5|3|5|51|5107925|0|46|3|0|4|0|11|4|10|1|3|3|4|2|1|0|0||1|1|1|1|1|1|0|50|1|11764819.75|0.00|807615.85|3084791.57|2916300.70|1305561.92|3015394.66|438799.52|56932.48|1059121.47
2019|4586|FACULDADE DO NORTE GOIANO|FNG|2908|CENTRO DE EDUCACAO SUPERIOR DO NORTE GOIANO LTDA|4|3|5|52|5218003|0|14|0|0|0|0|7|2|2|2|0|1|0|0|0|0|0||1|1|1|1|1|1|261|8000|2|9326605.56|0.00|0.00|1584227.74|263494.85|221444.86|839074.18|0.00|146547.56|2361889.14
2019|4588|FACULDADE APOGEU|APOGEU|2910|APOGEU CENTRO INTEGRADO DE EDUCACAO LTDA - ME|4|3|5|53|5300108|1|15|2|1|0|0|2|1|4|1|3|1|0|0|0|0|0||0|0|0|1|0|1|0|8000|1|668082.15|0.00|0.00|254310.26|204665.46|217136.23|0.00|0.00|0.00|0.00
2019|1359|FACULDADE CAPIXABA DE NOVA VENÉCIA|MULTIVIX NOVA VENÉCI|2923|MULTIVIX NOVA VENECIA - ENSINO, PESQUISA E EXTENSAO LTDA|4|3|3|32|3203908|0|100|0|0|0|0|5|5|25|13|33|13|2|2|1|1|0||1|1|0|1|0|0|6321|9704|1|25227282.7|0.00|975980.66|2551498.73|995407.74|4344840.48|0.00|279568.12|0.00|9915759.08
2019|4610|FACULDADE DE TECNOLOGIA ASSESSORITEC||2927|ASSOCIACAO EDUCACIONAL E TECNOLOGICA DE SANTA CATARINA|5|3|4|42|4209102|0|13|0|0|1|0|2|1|2|1|3|2|0|1|0|0|0||0|1|0|1|1|1|17|8696|2|292296.86|0.00|0.00|113584.67|15001.44|61739.97|57098.22|23831.43|8143.16|882.58
2019|4613|FACULDADE DE EDUCAÇÃO E MEIO AMBIENTE|FAEMA|2930|UNIDAS SOCIEDADE DE EDUCACAO E CULTURA LTDA|4|3|1|11|1100023|0|58|1|1|3|1|7|8|20|16|1|0|0|0|0|0|1||1|1|1|1|1|1|864|12137|1|11431785.12|0.00|6291849.97|5225870.56|2032282.99|2328285.08|2895857.73|1391712.60|0.00|2558645.40
2019|1638|FACULDADE DO AMAZONAS|IAES|2938|INSTITUTO AMAZONIA DE ENSINO SUPERIOR LTDA - EPP|4|3|1|13|1302603|1|15|0|0|0|0|8|2|3|1|1|0|0|0|0|0|0||1|1|1|1|1|1|200|603|1|2592650.97|0.00|120568.70|322515.09|503708.23|398593.74|1000850.06|0.00|0.00|367500.01
2019|1078|CENTRO UNIVERSITÁRIO INTEGRADO DE CAMPO MOURÃO||2944|CEI - CENTRO EDUCACIONAL INTEGRADO LTDA|4|2|4|41|4104303|0|207|6|7|25|11|40|38|35|14|18|10|2|1|0|0|1||1|0|1|1|1|1|3700|8000|1|62865467.79|0.00|0.00|16895500.00|2207940.26|6490890.32|6739656.10|2332309.84|238171.50|4859205.27
2019|1476|"FACULDADE DE COMUNICAÇÃO E DESIGN ""OSWALDO CRUZ"""||2945|INSTITUTO PAULISTA DE DIFUSAO CULTURAL LTDA|4|3|3|35|3550308|1|4|0|0|1|0|0|1|0|1|0|1|0|0|0|0|1||0|1|1|1|0|1|350|567|1|868032|0.00|2078.00|467883.00|164455.00|408952.00|214335.00|0.00|0.00|0.00
2019|10385|INSTITUTO SÃO PAULO DE ESTUDOS SUPERIORES|ITESP|2950|ASSOCIACAO SAO PAULO DE ESTUDOS SUPERIORES|5|3|3|35|3550308|1|7|0|0|0|0|3|0|2|0|2|0|0|0|0|0|0||0|0|1|1|1|1|0|0|2|1686869|0.00|714650.00|492106.62|314669.23|681590.08|686970.50|5285.92|0.00|162373.15
2019|4661|FACULDADE UNIBF||2961|UNIAO BRASILEIRA DE FACULDADES - UNIBF|4|3|4|41|4118006|0|13|1|0|0|1|1|2|3|2|1|0|1|0|1|0|1||0|1|1|1|0|0|3|8000|1|1160384.19|0.00|684.71|296110.93|50207.18|355489.01|406153.96|51078.20|0.00|0.00
2019|16781|Faculdade Rio Sono|riso|2966|FUNDACAO EDUCACIONAL DE ENSINO SUPERIOR DR.JOSE DE SOUSA PORTO - FESJSP|5|3|1|17|1716505|0|8|0|0|0|0|1|0|2|0|2|0|1|1|0|1|1||0|1|0|1|1|0|2|0|1|55937.54|10000.00|45320.00|75400.00|22545.00|8750.00|12500.00|0.00|0.00|7000.00
2019|4669|FACULDADE DELTA|FACULDADE DELTA|2967|CENTRO TECNOLOGICO DELTA LTDA - ME|4|3|5|52|5208707|1|11|3|0|1|1|1|1|3|0|1|0|0|0|0|0|1||0|1|1|1|1|1|168|4000|1|1398643.57|0.00|0.00|625462.18|145385.30|353215.81|0.00|0.00|0.00|0.00
2019|4674|FACULDADE PORTO DAS ÁGUAS|FAPAG|2972|SOCIEDADE EDUCACIONAL PORTO DAS AGUAS LTDA. - ME|4|3|4|42|4213500|0|10|0|0|0|0|4|6|0|0|0|0|0|0|0|0|0||0|1|1|1|1|1|2000|1000|2|897000|0.00|0.00|436000.00|430000.00|0.00|0.00|0.00|0.00|0.00
2019|4700|FACULDADE NOVA ROMA|FNR|2994|CENTRO BRASILEIRO DE PROFISSIONALIZACAO EMPRESARIAL LTDA|4|3|2|26|2611606|1|52|0|0|0|1|14|13|13|4|6|1|0|0|0|0|1||0|1|1|1|1|0|169|3|1|5880237.32|1707001.78|6688375.24|2244550.52|1405815.50|1541607.81|3068213.78|1275000.00|0.00|329982.64
2019|4702|CENTRO UNIVERSITÁRIO BRASILEIRO|UNIBRA|2996|IBGM - INSTITUTO BRASILEIRO DE GESTAO & MARKETING LTDA - EPP|4|2|2|26|2611606|1|290|2|5|15|19|56|64|26|37|33|23|8|2|0|0|0||1|0|1|1|1|1|1200|7000|2|91235972.28|0.00|173542.07|13123540.15|6016575.50|6343664.03|1854649.75|14248454.93|787821.24|10890165.41
2019|4714|Faculdade de Ensino Regional Alternativa|FERA|3008|SOESA - SOCIEDADE DE ENSINO SUPERIOR DO AGRESTE LTDA - ME|4|3|2|27|2700300|0|33|0|1|4|0|5|6|4|1|6|3|0|1|2|0|1||1|1|1|1|1|1|141|50|2|2298695.15|0.00|0.00|388698.84|516480.00|448094.15|303269.18|195105.18|95705.29|0.00
2019|4724|FACULDADE DE CIÊNCIAS HUMANAS DO ESTADO DE SÃO PAULO|FACIC|3016|INSTITUTO VALE EDUCACAO|5|3|3|35|3513405|0|26|0|0|0|0|9|13|2|1|1|0|0|0|0|0|0||1|1|1|1|1|1|10000|7690|2|8162263.12|183000.00|1621373.00|2028249.12|1016838.92|1124562.14|686432.20|1344122.34|792736.22|1248901.55
2019|4725|FACULDADE DE TECNOLOGIA EGÍDIO JOSÉ DA SILVA|FATEGIDIO|3017|ESCOLA TECNICA EGIDIO JOSE DA SILVA - EPP|4|3|3|31|3168606|0|14|0|2|0|0|6|0|4|0|2|0|0|0|0|0|0||0|0|0|0|0|0|0|0|1|605690.46|0.00|0.00|295315.60|64301.46|156815.90|6308.71|15150.30|3180.41|12180.90
2019|4731|FACULDADE MESSIANICA||3021|FUNDACAO MOKITI OKADA-M.O.A.|5|3|3|35|3550308|1|13|0|0|0|0|2|1|2|5|2|0|0|0|0|1|0||0|1|1|1|1|1|2|0|2|456487.38|2904044.00|1795.70|792113.29|701201.78|982692.23|0.00|0.00|0.00|0.00
2019|4732|FACULDADE DE TECNOLOGIA SENAC DF|FAC SENAC DF|3022|SENAC - SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL - ADMINIS|5|3|5|53|5300108|1|23|0|0|0|0|1|0|9|5|5|1|1|0|0|1|0||1|0|1|1|0|1|41|664|2|4983481.29|0.00|0.00|4535410.45|2271952.48|2700341.14|0.00|0.00|0.00|2071697.59
2019|1432|FACULDADE BERTIOGA|FABE|3034|ACEB ASSOCIACAO CULTURAL E EDUCACIONAL DE BERTIOGA|5|3|3|35|3506359|0|14|1|0|0|0|4|4|3|1|1|0|0|0|0|0|0||0|1|0|1|1|0|4|2831|2|3025387.63|0.00|0.00|505140.75|565874.59|516763.88|807537.41|0.00|0.00|0.00
2019|4747|FACULDADE REGIONAL DE RIACHÃO DO JACUÍPE|FARJ|3036|UNIDADE DE ENSINO, PESQUISA E EXTENSAO DE RIACHAO DO JACUIPE EIRELI|4|3|2|29|2926301|0|38|0|0|1|0|2|3|5|6|5|5|2|6|2|1|1||1|1|1|1|1|1|56|306|2|1596|59000.00|12500.00|578597.40|367.70|89730.00|90000.00|199000.00|87000.00|157000.00
2019|12923|FACULDADE DE TECNOLOGIA IPANEMA||3039|SOCIEDADE EDUCACIONAL DE SOROCABA LTDA|4|3|3|35|3552205|0|25|0|0|0|0|2|4|5|1|2|2|6|2|1|0|0||1|0|1|1|0|0|150|16000|2|2322142|0.00|22601.00|692391.22|170902.76|323048.94|1046954.00|180700.00|0.00|616731.00
2019|4751|FACULDADE DE TECNOLOGIA E CIENCIAS DO NORTE DO PARANÁ|FATECIE|3040|FACULDADE DE TECNOLOGIA E CIENCIAS DO NORTE DO PARANA LTDA - ME|4|3|4|41|4118402|0|39|0|0|0|0|8|3|13|3|8|4|0|0|0|0|0||1|1|1|1|0|1|260|18000|2|7858212.92|0.00|1932.82|1356682.89|666306.13|504889.18|2253929.11|2555332.42|0.00|0.00
2019|4756|CENTRO UNIVERSITÁRIO MUNICIPAL DE SÃO JOSÉ|USJ|3045|FUNDACAO EDUCACIONAL MUNICIPAL|3|2|4|42|4216602|0|30|0|0|0|1|2|2|5|6|7|3|4|0|0|0|1||0|1|1|1|0|1|0|0|1|54602.03|4950581.23|0.00|2823088.77|1426301.66|211654.02|485825.51|148166.10|0.00|14396.86
2019|344|CENTRO UNIVERSITÁRIO UNA|UNA|3052|BRASIL EDUCACAO S/A|4|2|3|31|3106200|1|678|0|0|15|16|243|171|84|28|24|13|30|27|14|13|1||1|0|1|1|0|1|17000|17503|2|283694511|0.00|10223438.00|40705769.00|18417146.00|26046390.00|49531894.00|6126165.19|0.00|163868419.00
2019|4773|FACULDADE IBS|IBS|3058|IBS BUSINESS SCHOOL DE MINAS GERAIS LTDA|4|3|3|31|3106200|1|14|0|0|0|0|2|2|1|1|4|2|1|1|0|0|0||0|0|0|0|0|0|0|0|2|839787.21|0.00|222852.51|947325.72|337389.30|479524.36|174447.91|0.00|0.00|50093.10
2019|4784|FACULDADE CDL||3064|CAMARA DE DIRIGENTES LOJISTAS DE FORTALEZA|5|3|2|23|2304400|1|33|2|2|0|2|6|4|5|4|5|0|1|1|1|0|0||0|0|1|1|1|1|6|0|2|9669142.92|0.00|1535525.13|1751537.89|1052780.94|1282912.29|3978152.78|0.00|0.00|479226.51
2019|4810|FACULDADE ANTÔNIO MENEGHETTI|AMF|3073|FOIL LTDA - EPP|4|3|4|43|4315503|0|30|1|0|0|0|3|3|3|4|5|2|1|2|5|1|1||1|1|0|1|1|1|885|1103|1|11423465.15|0.00|3174311.71|2106883.17|1404588.78|2247973.94|5009212.43|1404927.40|344308.26|0.00
2019|4829|ESCOLA SUPERIOR DE ARTES CÉLIA HELENA||3080|ASSOCIACAO DE ARTE E ENSINO SUPERIOR|5|3|3|35|3550308|1|45|0|0|5|0|9|3|11|5|7|2|0|1|1|1|1||0|0|1|1|1|1|52|0|2|5668169.1|0.00|36162.08|1144228.61|1024072.52|482517.39|3254285.77|111144.94|118868.21|26466.67
2019|5669|CENTRO UNIVERSITÁRIO ETEP||3082|CETEC EDUCACIONAL S.A.|4|2|3|35|3549904|0|52|2|2|1|2|14|9|6|4|2|5|0|2|1|2|0||1|0|1|1|1|1|0|0|1|24759202.91|0.00|0.00|4655682.25|3581310.68|5188854.28|29358898.97|0.00|0.00|0.00
2019|4983|FACULDADE DE SÃO JOSÉ DOS CAMPOS|BILAC|3082|CETEC EDUCACIONAL S.A.|4|3|3|35|3549904|0|19|0|0|1|0|6|2|4|2|1|1|2|0|0|0|0||1|0|1|1|1|1|0|0|1|24759202.91|0.00|0.00|4655682.25|3581310.68|5188854.28|29358898.97|0.00|0.00|0.00
2019|4873|FACULDADE DE TECNOLOGIA DE TAUBATÉ|ETEP|3082|CETEC EDUCACIONAL S.A.|4|3|3|35|3554102|0|11|0|0|0|0|4|3|2|1|0|1|0|0|0|0|0||1|0|1|1|1|1|0|0|1|24759202.91|0.00|0.00|4655682.25|3581310.68|5188854.28|29358898.97|0.00|0.00|0.00
2019|778|FACULDADE DE TECNOLOGIA DE JACAREÍ|ETEP|3082|CETEC EDUCACIONAL S.A.|4|3|3|35|3524402|0|5|0|0|0|0|1|0|2|0|1|1|0|0|0|0|0||1|0|1|1|1|1|0|0|1|716124.72|0.00|0.00|229594.91|139892.68|212661.55|1168006.59|0.00|0.00|0.00
2019|2726|ESCOLA SUPERIOR DE ADMINISTRAÇÃO DE EMPRESAS|INEA|3082|CETEC EDUCACIONAL S.A.|4|3|3|35|3549904|0|20|1|0|1|0|6|2|4|2|1|1|2|0|0|0|0||1|0|1|1|1|1|0|0|1|24759202.91|0.00|0.00|4655682.25|3581310.68|5188854.28|29358898.97|0.00|0.00|0.00
2019|2625|FACULDADE DE TECNOLOGIA IBTA - SÃO JOSÉ DOS CAMPOS|IBTA|3082|CETEC EDUCACIONAL S.A.|4|3|3|35|3549904|0|19|0|0|1|0|6|2|4|2|1|1|2|0|0|0|0||1|0|1|1|1|1|0|0|1|24759202.91|0.00|0.00|4655682.25|3581310.68|5066510.08|29358889.54|0.00|0.00|0.00
2019|4836|FACULDADE DE EDUCAÇÃO  ACRIANA EUCLIDES DA CUNHA|INEC|3084|INSTITUTO DE PESQUISA, ENSINO E DE ESTUDOS DAS CULTURAS AMAZ|5|3|1|12|1200401|1|18|1|0|0|3|2|1|1|0|2|2|3|2|1|0|1||1|1|1|1|1|1|320|525|2|352560|0.00|384000.00|122340.00|172704.00|119520.00|30000.00|66000.00|104400.00|102720.00
2019|4846|FACULDADE VÉRTICE|VÉRTICE|3092|SOEGAR-SOCIEDADE EDUCACIONAL GARDINGO LTDA - EPP|4|3|3|31|3140902|0|60|3|1|3|3|3|5|16|1|11|4|6|2|1|1|0||0|0|0|1|0|1|574|0|1|16354819.43|0.00|854920.45|5661872.61|1439615.34|2524627.56|464321.10|0.00|0.00|2103814.76
2019|18048|Faculdade Vértix Trirriense|FVT|3092|SOEGAR-SOCIEDADE EDUCACIONAL GARDINGO LTDA - EPP|4|3|3|33|3306008|0|52|0|0|2|5|5|2|1|2|8|7|7|8|3|2|0||0|0|0|1|0|1|574|0|2|2809365.92|0.00|11171.49|883661.85|402787.57|350267.40|0.00|0.00|0.00|0.00
2019|10016|FACULDADE OBOÉ - FACO|FACO|3094|CIA EDUCACIONAL RANCHO ALEGRE|4|3|2|23|2304400|1|6|0|0|0|0|0|2|1|1|1|1|0|0|0|0|0||0|1|1|1|0|0|0|0|1|438105.57|0.00|0.00|97080.51|107937.45|75566.16|22175.50|31504.44|4125.00|10450.00
2019|2256|Faculdade Stella Maris - FSM|FSM|3094|CIA EDUCACIONAL RANCHO ALEGRE|4|3|2|23|2304400|1|7|0|0|0|0|0|3|1|1|1|1|0|0|0|0|0||0|1|1|1|0|0|0|0|1|438105.57|0.00|0.00|97080.51|107937.45|75566.16|22175.50|31504.44|4125.00|10450.00
2019|4901|FACULDADE FASIPE|FASIPE|3127|FASIPE CENTRO EDUCACIONAL LTDA - ME|4|3|5|51|5107909|0|67|5|2|1|3|21|9|16|5|1|3|1|0|0|0|0||0|1|1|1|1|1|144|0|1|53254658.12|0.00|654897.25|17385831.61|4425974.50|6496101.42|2711650.64|10803474.90|1132100.66|274938.73
2019|4902|FACULDADE BATISTA PIONEIRA||3128|ASSOCIACAO EDUCACIONAL BATISTA PIONEIRA|5|3|4|43|4310207|0|13|0|0|0|0|1|1|3|2|0|1|1|3|0|1|0||0|0|0|1|1|0|17|0|2|869206.86|160895.69|543017.23|356620.06|249828.90|363261.53|368582.80|111278.09|117463.98|12197.48
2019|4910|FACULDADE DO TRABALHO|FATRA|3130|INSTITUTO EDUCACIONAL MARIA RANULFA LTDA - EPP|4|3|3|31|3170206|0|78|0|0|3|3|33|13|5|3|9|6|2|0|1|0|0||1|0|1|1|0|1|0|17815|1|1513094.92|0.00|0.00|859002.57|285507.08|338947.93|0.00|0.00|0.00|128410.00
2019|4915|FACULDADE ESTÁCIO DE CASTANHAL|ESTÁCIO CASTANHAL|3135|FACULDADES INTEGRADAS DE CASTANHAL LTDA - EPP|4|3|1|15|1502400|0|60|0|0|0|0|17|12|10|11|6|0|0|1|0|3|0||1|1|0|1|0|1|30000|18520|1|73149122.98|0.00|975447.63|7704006.65|2498141.95|3040696.30|5912981.79|0.00|0.00|13973762.94
2019|4917|FACULDADE ANGLO||3137|FACULDADE PORTAL DO ENGENHO LTDA|4|3|3|35|3538709|0|10|0|0|0|0|0|0|1|2|1|1|2|3|0|0|0||0|0|1|0|1|0|50|50|1|142422.29|0.00|0.00|133195.77|82141.03|140000.00|66026.59|0.00|0.00|0.00
2019|10613|FACULDADE DE SAÚDE DE PAULISTA|FASUP|3144|INSTITUTO OPTOMETRICO DE PERNAMBUCO|5|3|2|26|2610707|0|22|0|0|0|0|7|1|4|1|7|0|1|0|0|1|0||1|0|0|1|1|1|0|8000|1|2594063.94|323500.00|0.00|573263.17|283841.91|285485.04|1625991.54|316000.00|57266.30|53100.00
2019|4945|FACULDADE INTERNACIONAL DO DELTA|INTA|3155|ASSOCIACAO DOS EDUCADORES DO DELTA DO PARNAIBA - ADP|5|3|2|22|2207702|0|23|0|0|0|2|3|0|1|0|7|6|3|1|0|0|0||0|0|1|1|1|0|3|5|1|422850|306580.00|6500.00|335768.00|174384.00|118530.00|95560.00|6500.00|3850.00|2970.00
2019|4251|FACULDADE PITÁGORAS DE TECNOLOGIA DE BELO HORIZONTE|PIT-FATEC|3167|ORME SERVICOS EDUCACIONAIS LTDA|4|3|3|31|3106200|1|140|1|0|5|2|42|36|18|7|8|6|6|8|1|0|0||1|1|1|1|0|1|15253|16323|1|7933523.33|0.00|98792.01|7027391.18|35821.03|3545590.80|14652783.61|2579451.80|0.00|13094606.50
2019|17322|Faculdade Integrada de Araguatins|FAIARA|3168|FUNDACAO EDUCACIONAL DO BICO DO PAPAGAIO|5|3|1|17|1702208|0|6|0|0|0|0|3|0|1|0|2|0|0|0|0|0|0||0|0|1|0|1|0|0|0|1|639381.78|0.00|789.91|177150.07|284017.17|21261.14|69591.75|8907.26|7809.30|70985.74
2019|4964|Centro Universitário de Ciências e Tecnologia do Maranhão|UniFacema|3169|FACULDADE DE CIENCIAS E TECNOLOGIA DO MARANHAO LTDA - ME|4|2|2|21|2103000|0|126|0|0|2|3|25|48|12|17|12|7|0|0|0|0|0||1|1|1|1|0|1|15000|2263|1|43217553.25|0.00|1006129.01|8784639.61|3745761.92|4616103.70|7938129.90|1309435.14|27348.81|331472.88
2019|4969|FACULDADE ITOP|ITOP|3172|INSTITUTO TOCANTINENSE DE EDUCACAO SUPERIOR E PESQUISA LTDA - ME|4|3|1|17|1721000|1|13|0|0|0|0|1|3|1|1|5|2|0|0|0|0|0||1|1|0|1|1|1|122|15800|1|5928146.08|0.00|0.00|2015140.54|464159.98|856469.64|451131.60|1255195.75|211675.08|351997.71
2019|4982|FACULDADE METROPOLITANA DO PLANALTO NORTE|FAMEPLAN|3182|SOCIEDADE EDUCACIONAL DO PLANALTO NORTE LTDA - ME|4|3|4|42|4203808|0|5|0|0|0|0|1|1|1|0|1|1|0|0|0|0|0||0|0|0|1|0|1|0|0|1|103158.56|0.00|0.00|44728.50|50100.00|36944.00|30000.00|0.00|0.00|0.00
2019|4204|Faculdade de Tecnologia e Ciências de Minas Gerais|FATEC MG|3185|ASSEDIPA CURSOS E TREINAMENTOS SOCIEDADE SIMPLES LTDA - EPP|4|3|3|31|3131307|0|4|0|0|0|0|1|1|0|2|0|0|0|0|0|0|0||1|0|1|1|0|1|500|500|1|630000|0.00|0.00|189000.00|126000.00|132300.00|43000.00|47700.00|28000.00|64000.00
